,created,text,entities,geo,,,X,Y
7302,2020-08-04 18:49:49,"b'Thank you so much to our friends at themaskedportraitproject,  @Lifestyle_pub, and chandlerlifestyle for connecting\xe2\x80\xa6 https://t.co/cXcbCpTOtb'","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Lifestyle_pub', 'name': 'Gilbert City Lifestyle', 'id': 1135618171652648960, 'id_str': '1135618171652648960', 'indices': [63, 77]}], 'urls': [{'url': 'https://t.co/cXcbCpTOtb', 'expanded_url': 'https://twitter.com/i/web/status/1290721619527315458', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [33.33526, -111.72205]}","33.33526, -111.72205]}","33.33526, -111.72205",33.33526, -111.72205
7346,2020-08-04 18:27:57,b'Thank you to #themaskedportraitproject themaskedportraitproject for connecting with the community and sharing the s\xe2\x80\xa6 https://t.co/H4HDRHA1CI',"{'hashtags': [{'text': 'themaskedportraitproject', 'indices': [13, 38]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/H4HDRHA1CI', 'expanded_url': 'https://twitter.com/i/web/status/1290716117812547585', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [33.33526, -111.72205]}","33.33526, -111.72205]}","33.33526, -111.72205",33.33526, -111.72205
12192,2020-08-01 04:04:59,b'Honored to be a #MaskBae thanks to the lovely tishiepooh81 and jillshanel. \n\xe2\x80\xa2\nNip slip or naw? \xf0\x9f\x91\x80 \nEither way - mogg\xe2\x80\xa6 https://t.co/6d4rcvrtCX',"{'hashtags': [{'text': 'MaskBae', 'indices': [16, 24]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6d4rcvrtCX', 'expanded_url': 'https://twitter.com/i/web/status/1289411783073992704', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [33.3792, -117.573]}","33.3792, -117.573]}","33.3792, -117.573",33.3792, -117.573
8261,2020-08-04 02:49:15,"b'Because Superhero\xe2\x80\x99s wear masks. #MaskUp @ Mesa, Arizona https://t.co/MWYfIwsvtZ'","{'hashtags': [{'text': 'MaskUp', 'indices': [32, 39]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/MWYfIwsvtZ', 'expanded_url': 'https://www.instagram.com/p/CDc4K-kHUwe/?igshid=hwtm4fpy1zaw', 'display_url': 'instagram.com/p/CDc4K-kHUwe/…', 'indices': [56, 79]}]}","{'type': 'Point', 'coordinates': [33.414035, -111.831562]}","33.414035, -111.831562]}","33.414035, -111.831562",33.414035, -111.831562
11555,2020-08-01 18:01:50,"b'New month, more wine \xe2\x9d\xa4 \xf0\x9f\x8d\xb7\nGetting a new mask is so exciting!  #genuwineaz #maskup @ GenuWine Arizona Wine Bar https://t.co/BXwGkaI1RM'","{'hashtags': [{'text': 'genuwineaz', 'indices': [61, 72]}, {'text': 'maskup', 'indices': [73, 80]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BXwGkaI1RM', 'expanded_url': 'https://www.instagram.com/p/CDWyOJRnFnv/?igshid=179skg4cflee6', 'display_url': 'instagram.com/p/CDWyOJRnFnv/…', 'indices': [109, 132]}]}","{'type': 'Point', 'coordinates': [33.4584172, -112.0753687]}","33.4584172, -112.0753687]}","33.4584172, -112.0753687",33.4584172, -112.0753687
3046,2020-08-07 08:51:26,"b""Vacation time #maskup \nWell it's been along time (17 years) but the kid is returning to his birth place.\xe2\x80\xa6 https://t.co/IAGuwLHSND""","{'hashtags': [{'text': 'maskup', 'indices': [14, 21]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IAGuwLHSND', 'expanded_url': 'https://twitter.com/i/web/status/1291658195144806401', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]}","{'type': 'Point', 'coordinates': [33.63975444, -84.41978006]}","33.63975444, -84.41978006]}","33.63975444, -84.41978006",33.63975444, -84.41978006
330,2020-08-09 04:33:57,b'One Time For The #Birthday #Chic cheleatl \xf0\x9f\xa5\xb3 Shout Out To @synoladesigns #ATL #Falcon #Mask \xf0\x9f\x8e\x89  @atlantafalcons  Get\xe2\x80\xa6 https://t.co/oadSbw6yhQ',"{'hashtags': [{'text': 'Birthday', 'indices': [17, 26]}, {'text': 'Chic', 'indices': [27, 32]}, {'text': 'ATL', 'indices': [72, 76]}, {'text': 'Falcon', 'indices': [77, 84]}, {'text': 'Mask', 'indices': [85, 90]}], 'symbols': [], 'user_mentions': [{'screen_name': 'synoladesigns', 'name': 'Angela Paige', 'id': 749415647235469312, 'id_str': '749415647235469312', 'indices': [57, 71]}, {'screen_name': 'AtlantaFalcons', 'name': 'Atlanta Falcons', 'id': 16347506, 'id_str': '16347506', 'indices': [94, 109]}], 'urls': [{'url': 'https://t.co/oadSbw6yhQ', 'expanded_url': 'https://twitter.com/i/web/status/1292318174596050945', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [33.74067641, -84.36106424]}","33.74067641, -84.36106424]}","33.74067641, -84.36106424",33.74067641, -84.36106424
2329,2020-08-07 18:20:41,b'First training session of the 2020 season is on the books! #maskup #gsunited #statenotsouthern #ourcity @ GSU Sport\xe2\x80\xa6 https://t.co/nUwT1qOmPi',"{'hashtags': [{'text': 'maskup', 'indices': [59, 66]}, {'text': 'gsunited', 'indices': [67, 76]}, {'text': 'statenotsouthern', 'indices': [77, 94]}, {'text': 'ourcity', 'indices': [95, 103]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nUwT1qOmPi', 'expanded_url': 'https://twitter.com/i/web/status/1291801451275067392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [33.7514, -84.3861]}","33.7514, -84.3861]}","33.7514, -84.3861",33.7514, -84.3861
2144,2020-08-07 19:54:19,"b'If Elektra can do it, you can too.\n\nMessage me if you want to know more about adopting this responsible citizen.\xe2\x80\xa6 https://t.co/cdjiB40qoU'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cdjiB40qoU', 'expanded_url': 'https://twitter.com/i/web/status/1291825016439480321', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}","{'type': 'Point', 'coordinates': [33.781737, -84.35687]}","33.781737, -84.35687]}","33.781737, -84.35687",33.781737, -84.35687
3258,2020-08-07 02:55:03,"b""Today's two new listings on my Etsy store.  I really love making these.  https://t.co/vpzfM7Y44H #flowers #snow\xe2\x80\xa6 https://t.co/Gulo4yXegi""","{'hashtags': [{'text': 'flowers', 'indices': [97, 105]}, {'text': 'snow', 'indices': [106, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vpzfM7Y44H', 'expanded_url': 'http://unicornrose.etsy.com', 'display_url': 'unicornrose.etsy.com', 'indices': [73, 96]}, {'url': 'https://t.co/Gulo4yXegi', 'expanded_url': 'https://twitter.com/i/web/status/1291568510523629568', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}","{'type': 'Point', 'coordinates': [33.7877, -117.8533]}","33.7877, -117.8533]}","33.7877, -117.8533",33.7877, -117.8533
12314,2020-08-01 02:16:15,b'Bought some #masks from a lady that were custom tailored to my face. I chose the #avengers to put on my face. Stay\xe2\x80\xa6 https://t.co/7tit7go0v5',"{'hashtags': [{'text': 'masks', 'indices': [12, 18]}, {'text': 'avengers', 'indices': [81, 90]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7tit7go0v5', 'expanded_url': 'https://twitter.com/i/web/status/1289384417652117505', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [33.8443, -116.5279]}","33.8443, -116.5279]}","33.8443, -116.5279",33.8443, -116.5279
5944,2020-08-05 16:04:21,"b'I took my mask off for one second, just to take the pic then, I put it right back on! \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbc\xf0\x9f\x98\xb7 #itsDeMarco #MrNoSense\xe2\x80\xa6 https://t.co/QfA8OLvp9W'","{'hashtags': [{'text': 'itsDeMarco', 'indices': [90, 101]}, {'text': 'MrNoSense', 'indices': [102, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QfA8OLvp9W', 'expanded_url': 'https://twitter.com/i/web/status/1291042366514532354', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}","{'type': 'Point', 'coordinates': [33.8907847, -84.4678278]}","33.8907847, -84.4678278]}","33.8907847, -84.4678278",33.8907847, -84.4678278
7341,2020-08-04 18:30:58,b'2020 Seniors: We would like to see our Alma Mater back in the classroom and back on the court soon. \nPlease mask up\xe2\x80\xa6 https://t.co/1sJCUZ0XTs',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1sJCUZ0XTs', 'expanded_url': 'https://twitter.com/i/web/status/1290716878088830977', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [33.9069, -118.083]}","33.9069, -118.083]}","33.9069, -118.083",33.9069, -118.083
9290,2020-08-03 16:17:40,b'We would like to get back in the classroom and back on the court soon. \nPlease mask up! #SafeSix #MaskingForAFriend\xe2\x80\xa6 https://t.co/r8QB4zpOhz',"{'hashtags': [{'text': 'SafeSix', 'indices': [88, 96]}, {'text': 'MaskingForAFriend', 'indices': [97, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/r8QB4zpOhz', 'expanded_url': 'https://twitter.com/i/web/status/1290320944058138640', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [33.9069, -118.083]}","33.9069, -118.083]}","33.9069, -118.083",33.9069, -118.083
11260,2020-08-01 23:09:07,b'3.12.20\nLast day we were all together. Thought it would only last a few weeks... NOT 5 MONTHS!!\nCan we go back and\xe2\x80\xa6 https://t.co/SytEb2dxRm',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SytEb2dxRm', 'expanded_url': 'https://twitter.com/i/web/status/1289699714263285761', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [33.90861111, -118.05416667]}","33.90861111, -118.05416667]}","33.90861111, -118.05416667",33.90861111, -118.05416667
4256,2020-08-06 16:20:54,b'Oh \xf0\x9f\x9a\x99 #toyota how shall I make the time pass while I wait? \xf0\x9f\x99\x84\xf0\x9f\xa4\xaa #culvercitytoyota #mileagecheckup #filterselfie\xe2\x80\xa6 https://t.co/tN5PHHVANr',"{'hashtags': [{'text': 'toyota', 'indices': [5, 12]}, {'text': 'culvercitytoyota', 'indices': [61, 78]}, {'text': 'mileagecheckup', 'indices': [79, 94]}, {'text': 'filterselfie', 'indices': [95, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tN5PHHVANr', 'expanded_url': 'https://twitter.com/i/web/status/1291408919328428040', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [34.0258726, -118.3920045]}","34.0258726, -118.3920045]}","34.0258726, -118.3920045",34.0258726, -118.3920045
2616,2020-08-07 14:56:58,"b'#MJ #maskup  #forsale @ Los Angeles, California https://t.co/4wz8FCnx0N'","{'hashtags': [{'text': 'MJ', 'indices': [0, 3]}, {'text': 'maskup', 'indices': [4, 11]}, {'text': 'forsale', 'indices': [13, 21]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4wz8FCnx0N', 'expanded_url': 'https://www.instagram.com/p/CDl51fFj6Mg/?igshid=1fwwxbqljpb1p', 'display_url': 'instagram.com/p/CDl51fFj6Mg/…', 'indices': [48, 71]}]}","{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","34.0564, -118.2445]}","34.0564, -118.2445",34.0564, -118.2445
7038,2020-08-04 21:46:36,"b""Baby, I'm an animal. \xf0\x9f\x98\x98\n.\n.\n.\n.\n#animal #animalprint #primal\n#rawr #maskup #maskfashion #tuesdayvibes #feelingmyself\xe2\x80\xa6 https://t.co/Eic7IVl5o4""","{'hashtags': [{'text': 'animal', 'indices': [31, 38]}, {'text': 'animalprint', 'indices': [39, 51]}, {'text': 'primal', 'indices': [52, 59]}, {'text': 'rawr', 'indices': [60, 65]}, {'text': 'maskup', 'indices': [66, 73]}, {'text': 'maskfashion', 'indices': [74, 86]}, {'text': 'tuesdayvibes', 'indices': [87, 100]}, {'text': 'feelingmyself', 'indices': [101, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Eic7IVl5o4', 'expanded_url': 'https://twitter.com/i/web/status/1290766109516263424', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","34.0564, -118.2445]}","34.0564, -118.2445",34.0564, -118.2445
10442,2020-08-02 17:32:09,b'Thank you noonday_va_wallisq for putting #wonderwoman on my face! #maskup #maskon #yesqueen #WW #DCComics\xe2\x80\xa6 https://t.co/L6Kw8d4a3H',"{'hashtags': [{'text': 'wonderwoman', 'indices': [41, 53]}, {'text': 'maskup', 'indices': [66, 73]}, {'text': 'maskon', 'indices': [74, 81]}, {'text': 'yesqueen', 'indices': [82, 91]}, {'text': 'WW', 'indices': [92, 95]}, {'text': 'DCComics', 'indices': [96, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/L6Kw8d4a3H', 'expanded_url': 'https://twitter.com/i/web/status/1289977297886314496', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","34.0564, -118.2445]}","34.0564, -118.2445",34.0564, -118.2445
483,2020-08-09 00:07:31,b'27 Days until we Kickoff against Cambridge!!! #Mpire20 #MiltonStrong #MaskUp @ Milton High School https://t.co/j7Yj24NLoZ',"{'hashtags': [{'text': 'Mpire20', 'indices': [46, 54]}, {'text': 'MiltonStrong', 'indices': [55, 68]}, {'text': 'MaskUp', 'indices': [69, 76]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/j7Yj24NLoZ', 'expanded_url': 'https://www.instagram.com/p/CDpdoX4hfIA/?igshid=18f6uk1df9c8n', 'display_url': 'instagram.com/p/CDpdoX4hfIA/…', 'indices': [98, 121]}]}","{'type': 'Point', 'coordinates': [34.09841, -84.33621]}","34.09841, -84.33621]}","34.09841, -84.33621",34.09841, -84.33621
1792,2020-08-08 00:05:06,b'28 Days (FOUR WEEKS) until we Kickoff against Cambridge!!! #Mpire20 #MiltonStrong #MaskUp @ Milton High School https://t.co/1668FtnL8t',"{'hashtags': [{'text': 'Mpire20', 'indices': [59, 67]}, {'text': 'MiltonStrong', 'indices': [68, 81]}, {'text': 'MaskUp', 'indices': [82, 89]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1668FtnL8t', 'expanded_url': 'https://www.instagram.com/p/CDm4kDqhMWO/?igshid=1v3ggcgj51crf', 'display_url': 'instagram.com/p/CDm4kDqhMWO/…', 'indices': [111, 134]}]}","{'type': 'Point', 'coordinates': [34.09841, -84.33621]}","34.09841, -84.33621]}","34.09841, -84.33621",34.09841, -84.33621
6848,2020-08-05 00:02:09,b'31 Days until we Kickoff against Cambridge!!! #Mpire20 #MiltonStrong #MaskUp @ Milton High School https://t.co/e4kEcG1upk',"{'hashtags': [{'text': 'Mpire20', 'indices': [46, 54]}, {'text': 'MiltonStrong', 'indices': [55, 68]}, {'text': 'MaskUp', 'indices': [69, 76]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/e4kEcG1upk', 'expanded_url': 'https://www.instagram.com/p/CDfJ1sah_Jr/?igshid=1vwb0os54eaz', 'display_url': 'instagram.com/p/CDfJ1sah_Jr/…', 'indices': [98, 121]}]}","{'type': 'Point', 'coordinates': [34.09841, -84.33621]}","34.09841, -84.33621]}","34.09841, -84.33621",34.09841, -84.33621
8503,2020-08-04 00:02:55,b'32 Days until we Kickoff against Cambridge!!! #Mpire20 #MiltonStrong #MaskUp @ Milton High School https://t.co/N50PMqulW2',"{'hashtags': [{'text': 'Mpire20', 'indices': [46, 54]}, {'text': 'MiltonStrong', 'indices': [55, 68]}, {'text': 'MaskUp', 'indices': [69, 76]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/N50PMqulW2', 'expanded_url': 'https://www.instagram.com/p/CDclInWhuml/?igshid=dm3rzd8arahs', 'display_url': 'instagram.com/p/CDclInWhuml/…', 'indices': [98, 121]}]}","{'type': 'Point', 'coordinates': [34.09841, -84.33621]}","34.09841, -84.33621]}","34.09841, -84.33621",34.09841, -84.33621
11206,2020-08-02 00:07:17,b'Some of the best players to put on a Milton uniform!!! So many others too!!! 34 Days until we Kickoff against Cambr\xe2\x80\xa6 https://t.co/KdyhLpasee',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/KdyhLpasee', 'expanded_url': 'https://twitter.com/i/web/status/1289714351218110465', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [34.09841, -84.33621]}","34.09841, -84.33621]}","34.09841, -84.33621",34.09841, -84.33621
12463,2020-08-01 00:13:24,b'5 WEEKS!!! 35 Days until we Kickoff against Cambridge!!! #Mpire20 #MiltonStrong #MaskUp\n\n\xf0\x9f\x93\xb8 Creds: @joeljoseph1010 @\xe2\x80\xa6 https://t.co/qbhe5DrqJ4',"{'hashtags': [{'text': 'Mpire20', 'indices': [57, 65]}, {'text': 'MiltonStrong', 'indices': [66, 79]}, {'text': 'MaskUp', 'indices': [80, 87]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qbhe5DrqJ4', 'expanded_url': 'https://twitter.com/i/web/status/1289353500640464897', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [34.09841, -84.33621]}","34.09841, -84.33621]}","34.09841, -84.33621",34.09841, -84.33621
7042,2020-08-04 21:44:44,b'Seems safe enough. Glad I\xe2\x80\x99m not in the apartments over there along the debris flight path - the ones getting those\xe2\x80\xa6 https://t.co/BMfVChdPtD',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BMfVChdPtD', 'expanded_url': 'https://twitter.com/i/web/status/1290765640622575616', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [34.10497152, -118.34587933]}","34.10497152, -118.34587933]}","34.10497152, -118.34587933",34.10497152, -118.34587933
2778,2020-08-07 13:14:23,b'A drive-in concert is coming to Kershaw next weekend to prove Country Folks Will Survive. #fieldparty #countrymusic\xe2\x80\xa6 https://t.co/JTeCDFG1gG',"{'hashtags': [{'text': 'fieldparty', 'indices': [90, 101]}, {'text': 'countrymusic', 'indices': [102, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JTeCDFG1gG', 'expanded_url': 'https://twitter.com/i/web/status/1291724370734272513', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [34.34, -80.59]}","34.34, -80.59]}","34.34, -80.59",34.34, -80.59
12352,2020-08-01 01:43:53,b'MATRIX PACK - 50 Nitrile gloves. 2 Reusable Masks. All in easy to store black zip lock bag. #maskup #staysafe\xe2\x80\xa6 https://t.co/xNtclvXEWS',"{'hashtags': [{'text': 'maskup', 'indices': [92, 99]}, {'text': 'staysafe', 'indices': [100, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xNtclvXEWS', 'expanded_url': 'https://twitter.com/i/web/status/1289376273739939841', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}","{'type': 'Point', 'coordinates': [34.4168, -118.5058]}","34.4168, -118.5058]}","34.4168, -118.5058",34.4168, -118.5058
1108,2020-08-08 15:00:09,"b'Mask washing day. New normal.  #maskup @ Marble Hill, Georgia https://t.co/cba8lTrw4f'","{'hashtags': [{'text': 'maskup', 'indices': [31, 38]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cba8lTrw4f', 'expanded_url': 'https://www.instagram.com/p/CDoe_wBFFWgZGrNf5-XV8Kqh7fby7ZtA82Yg1o0/?igshid=fpjs5xu7zows', 'display_url': 'instagram.com/p/CDoe_wBFFWgZ…', 'indices': [62, 85]}]}","{'type': 'Point', 'coordinates': [34.4306, -84.3369]}","34.4306, -84.3369]}","34.4306, -84.3369",34.4306, -84.3369
13333,2020-07-31 15:52:48,b'Sure beats fake smiling at some folks \xf0\x9f\x98\x82 #MaskUp #EverydayAllDay @ The Athletic Clubs https://t.co/4MqeJb4P29',"{'hashtags': [{'text': 'MaskUp', 'indices': [40, 47]}, {'text': 'EverydayAllDay', 'indices': [48, 63]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4MqeJb4P29', 'expanded_url': 'https://www.instagram.com/p/CDT-qLohbGv/?igshid=fjfse3g3wv8q', 'display_url': 'instagram.com/p/CDT-qLohbGv/…', 'indices': [85, 108]}]}","{'type': 'Point', 'coordinates': [34.79454, -92.41542]}","34.79454, -92.41542]}","34.79454, -92.41542",34.79454, -92.41542
1738,2020-08-08 00:41:28,b'A little bottle of @knobcreek and an #InstantClassic from lostandfoundcigars to get this Friday evening rolling alo\xe2\x80\xa6 https://t.co/kACIAFgukS',"{'hashtags': [{'text': 'InstantClassic', 'indices': [37, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'knobcreek', 'name': 'Knob Creek', 'id': 2188731330, 'id_str': '2188731330', 'indices': [19, 29]}], 'urls': [{'url': 'https://t.co/kACIAFgukS', 'expanded_url': 'https://twitter.com/i/web/status/1291897281059237889', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [34.9514, -120.433]}","34.9514, -120.433]}","34.9514, -120.433",34.9514, -120.433
5601,2020-08-05 19:36:34,b'Repost from @youngavedeli\n\xe2\x80\xa2\nLunch?? @youngavedeli #goodfood #madetoorder #eatlocal #supportlocal #cooperyoung\xe2\x80\xa6 https://t.co/KZ2OLppcP2',"{'hashtags': [{'text': 'goodfood', 'indices': [50, 59]}, {'text': 'madetoorder', 'indices': [60, 72]}, {'text': 'eatlocal', 'indices': [73, 82]}, {'text': 'supportlocal', 'indices': [83, 96]}, {'text': 'cooperyoung', 'indices': [97, 109]}], 'symbols': [], 'user_mentions': [{'screen_name': 'youngavedeli', 'name': 'Young Avenue Deli', 'id': 126515182, 'id_str': '126515182', 'indices': [12, 25]}, {'screen_name': 'youngavedeli', 'name': 'Young Avenue Deli', 'id': 126515182, 'id_str': '126515182', 'indices': [36, 49]}], 'urls': [{'url': 'https://t.co/KZ2OLppcP2', 'expanded_url': 'https://twitter.com/i/web/status/1291095773732646912', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}","{'type': 'Point', 'coordinates': [35.11942, -89.99155]}","35.11942, -89.99155]}","35.11942, -89.99155",35.11942, -89.99155
9463,2020-08-03 14:50:58,b'Repost from @youngavedeli\n\xe2\x80\xa2\n#hungry @youngavedeli #dinein or #delivery til 10pm #togo and #curbside til 11 pl m 278\xe2\x80\xa6 https://t.co/sjc7LZYYLw',"{'hashtags': [{'text': 'hungry', 'indices': [28, 35]}, {'text': 'dinein', 'indices': [50, 57]}, {'text': 'delivery', 'indices': [61, 70]}, {'text': 'togo', 'indices': [80, 85]}, {'text': 'curbside', 'indices': [90, 99]}], 'symbols': [], 'user_mentions': [{'screen_name': 'youngavedeli', 'name': 'Young Avenue Deli', 'id': 126515182, 'id_str': '126515182', 'indices': [12, 25]}, {'screen_name': 'youngavedeli', 'name': 'Young Avenue Deli', 'id': 126515182, 'id_str': '126515182', 'indices': [36, 49]}], 'urls': [{'url': 'https://t.co/sjc7LZYYLw', 'expanded_url': 'https://twitter.com/i/web/status/1290299122386255872', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [35.11942, -89.99155]}","35.11942, -89.99155]}","35.11942, -89.99155",35.11942, -89.99155
4462,2020-08-06 14:18:33,b'Joe put a mask on. Joe voted. Be like Joe. #maskup #govote #votingday #73threads #my73threads #memphisaf #inknburn\xe2\x80\xa6 https://t.co/1JSltoIZM0',"{'hashtags': [{'text': 'maskup', 'indices': [43, 50]}, {'text': 'govote', 'indices': [51, 58]}, {'text': 'votingday', 'indices': [59, 69]}, {'text': '73threads', 'indices': [70, 80]}, {'text': 'my73threads', 'indices': [81, 93]}, {'text': 'memphisaf', 'indices': [94, 104]}, {'text': 'inknburn', 'indices': [105, 114]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1JSltoIZM0', 'expanded_url': 'https://twitter.com/i/web/status/1291378128187609088', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [35.1426, -90.0524]}","35.1426, -90.0524]}","35.1426, -90.0524",35.1426, -90.0524
9311,2020-08-03 16:07:38,b'Here at the @uofoklahoma and @oupricecollege we ask that you mask for us. We mask for you. #liveonuniversity\xe2\x80\xa6 https://t.co/NM2i1bECCx',"{'hashtags': [{'text': 'liveonuniversity', 'indices': [91, 108]}], 'symbols': [], 'user_mentions': [{'screen_name': 'UofOklahoma', 'name': 'Univ. of Oklahoma', 'id': 25116168, 'id_str': '25116168', 'indices': [12, 24]}, {'screen_name': 'OUPriceCollege', 'name': 'OU Price College', 'id': 22524230, 'id_str': '22524230', 'indices': [29, 44]}], 'urls': [{'url': 'https://t.co/NM2i1bECCx', 'expanded_url': 'https://twitter.com/i/web/status/1290318417350676481', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [35.20798505, -97.44379742]}","35.20798505, -97.44379742]}","35.20798505, -97.44379742",35.20798505, -97.44379742
13354,2020-07-31 15:42:05,"b'Out and about..stay safe.\n#breakfast #maskup #mask @ Charlotte, North Carolina https://t.co/p7PTK1UsNA'","{'hashtags': [{'text': 'breakfast', 'indices': [26, 36]}, {'text': 'maskup', 'indices': [37, 44]}, {'text': 'mask', 'indices': [45, 50]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/p7PTK1UsNA', 'expanded_url': 'https://www.instagram.com/p/CDT9bs_BND4/?igshid=4nlj12u5qhdm', 'display_url': 'instagram.com/p/CDT9bs_BND4/…', 'indices': [79, 102]}]}","{'type': 'Point', 'coordinates': [35.22694444, -80.84333333]}","35.22694444, -80.84333333]}","35.22694444, -80.84333333",35.22694444, -80.84333333
