,created,text,entities,geo,,,X,Y
10567,2020-08-02 15:53:01,"b'3 D Cloth , Comfortable, protective Face Covering Masks available on my online store. \n.\nhttps://t.co/PWjvRK6FdE\n.\xe2\x80\xa6 https://t.co/7cePwNrMNB'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PWjvRK6FdE', 'expanded_url': 'http://www.anatoliaartcraft.com/shop', 'display_url': 'anatoliaartcraft.com/shop', 'indices': [89, 112]}, {'url': 'https://t.co/7cePwNrMNB', 'expanded_url': 'https://twitter.com/i/web/status/1289952353827852289', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [39.8954, -75.0343]}","39.8954, -75.0343]}","39.8954, -75.0343",39.8954, -75.0343
1319,2020-08-08 11:50:36,b'\xf0\x9f\x94\xa5Adjusting to the new normal. \nComedy is now outdoors!!! \nCatch Me Live &amp; Hilarious at these socially responsible e\xe2\x80\xa6 https://t.co/dy01Y2bL5c',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dy01Y2bL5c', 'expanded_url': 'https://twitter.com/i/web/status/1292065673418616834', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}","{'type': 'Point', 'coordinates': [39.9527, -75.1651]}","39.9527, -75.1651]}","39.9527, -75.1651",39.9527, -75.1651
12501,2020-07-31 23:45:25,b'Stole a moment during work! I\xe2\x80\x99m not all gussied up of course but my hair showed up nicely! The 2nd clip is an attem\xe2\x80\xa6 https://t.co/AalwN4FPYe',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AalwN4FPYe', 'expanded_url': 'https://twitter.com/i/web/status/1289346457707806720', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.9527, -75.1651]}","39.9527, -75.1651]}","39.9527, -75.1651",39.9527, -75.1651
12911,2020-07-31 19:28:58,b'SN3AKING IN ONE LAST GIG TONIGHT (7/31) before I dissapear to the west coast for the month of august. Join me on th\xe2\x80\xa6 https://t.co/XahRyGAJIA',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XahRyGAJIA', 'expanded_url': 'https://twitter.com/i/web/status/1289281923714449408', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.9527, -75.1651]}","39.9527, -75.1651]}","39.9527, -75.1651",39.9527, -75.1651
759,2020-08-08 19:44:57,b'#UHSGraduationShoesie #pandemic2020 #universityhighschool #maskup #confettishoesie #blazingatrailtovictory\xe2\x80\xa6 https://t.co/SZsmu65Jlw',"{'hashtags': [{'text': 'UHSGraduationShoesie', 'indices': [0, 21]}, {'text': 'pandemic2020', 'indices': [22, 35]}, {'text': 'universityhighschool', 'indices': [36, 57]}, {'text': 'maskup', 'indices': [58, 65]}, {'text': 'confettishoesie', 'indices': [66, 82]}, {'text': 'blazingatrailtovictory', 'indices': [83, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SZsmu65Jlw', 'expanded_url': 'https://twitter.com/i/web/status/1292185046368038912', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}","{'type': 'Point', 'coordinates': [39.95489499, -86.21131198]}","39.95489499, -86.21131198]}","39.95489499, -86.21131198",39.95489499, -86.21131198
3992,2020-08-06 18:34:01,b'Come see what Novem Bootcamp is all about! #novembootcamp #fitnesswithfriends #socialdistanced #novemnation #maskup\xe2\x80\xa6 https://t.co/VkenpEJCLS',"{'hashtags': [{'text': 'novembootcamp', 'indices': [43, 57]}, {'text': 'fitnesswithfriends', 'indices': [58, 77]}, {'text': 'socialdistanced', 'indices': [78, 94]}, {'text': 'novemnation', 'indices': [95, 107]}, {'text': 'maskup', 'indices': [108, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/VkenpEJCLS', 'expanded_url': 'https://twitter.com/i/web/status/1291442418852802562', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.9761499, -75.1353]}","39.9761499, -75.1353]}","39.9761499, -75.1353",39.9761499, -75.1353
3762,2020-08-06 20:54:22,b'Out of state friend and out of town friend came to visit! #loganvillagemall #noblesville #friends #mask #maskup\xe2\x80\xa6 https://t.co/g57jc7Cxu6',"{'hashtags': [{'text': 'loganvillagemall', 'indices': [58, 75]}, {'text': 'noblesville', 'indices': [76, 88]}, {'text': 'friends', 'indices': [89, 97]}, {'text': 'mask', 'indices': [98, 103]}, {'text': 'maskup', 'indices': [104, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/g57jc7Cxu6', 'expanded_url': 'https://twitter.com/i/web/status/1291477739715911682', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}","{'type': 'Point', 'coordinates': [40.04627, -86.01261]}","40.04627, -86.01261]}","40.04627, -86.01261",40.04627, -86.01261
2310,2020-08-07 18:31:39,b'How to Feel Sexy: a Photo Series\nStep 1: MASK UP\nStep 2: Get pupils dilated \nStep 3: Put them roll up shades under\xe2\x80\xa6 https://t.co/P1FzOovL9A',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/P1FzOovL9A', 'expanded_url': 'https://twitter.com/i/web/status/1291804213333254144', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [40.1085, -75.2824]}","40.1085, -75.2824]}","40.1085, -75.2824",40.1085, -75.2824
3635,2020-08-06 22:04:28,"b'Went for a nice walk today. #maskup #covid19 @ Dormont, Pennsylvania https://t.co/pkEfbhYYv0'","{'hashtags': [{'text': 'maskup', 'indices': [28, 35]}, {'text': 'covid19', 'indices': [36, 44]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pkEfbhYYv0', 'expanded_url': 'https://www.instagram.com/p/CDkF9tSjZuw/?igshid=1d8r32vp0d62u', 'display_url': 'instagram.com/p/CDkF9tSjZuw/…', 'indices': [69, 92]}]}","{'type': 'Point', 'coordinates': [40.39346, -80.03641]}","40.39346, -80.03641]}","40.39346, -80.03641",40.39346, -80.03641
12830,2020-07-31 20:19:00,"b'Keeping Covid-19 safe squib_fx branded face mask. #tolinfx #squibfx #wearamask #maskup @ Pittsburgh, Pennsylvania https://t.co/CDdAFG5Lap'","{'hashtags': [{'text': 'tolinfx', 'indices': [50, 58]}, {'text': 'squibfx', 'indices': [59, 67]}, {'text': 'wearamask', 'indices': [68, 78]}, {'text': 'maskup', 'indices': [79, 86]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/CDdAFG5Lap', 'expanded_url': 'https://www.instagram.com/p/CDUdH-WjQMDY1f1GcCqUkTheNRjIDsg-vw7IU40/?igshid=ig5lah0yqqwb', 'display_url': 'instagram.com/p/CDUdH-WjQMDY…', 'indices': [114, 137]}]}","{'type': 'Point', 'coordinates': [40.4411, -79.9975]}","40.4411, -79.9975]}","40.4411, -79.9975",40.4411, -79.9975
5099,2020-08-06 01:34:19,"b'#maskup #vote #votetrumpout2020  #factsfirst @ Queens, New York https://t.co/sEytA4Mwm2'","{'hashtags': [{'text': 'maskup', 'indices': [0, 7]}, {'text': 'vote', 'indices': [8, 13]}, {'text': 'votetrumpout2020', 'indices': [14, 31]}, {'text': 'factsfirst', 'indices': [33, 44]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sEytA4Mwm2', 'expanded_url': 'https://www.instagram.com/p/CDh5C9QFtyF/?igshid=c2uzjjed2ly5', 'display_url': 'instagram.com/p/CDh5C9QFtyF/…', 'indices': [64, 87]}]}","{'type': 'Point', 'coordinates': [40.7, -73.8309]}","40.7, -73.8309]}","40.7, -73.8309",40.7, -73.8309
12713,2020-07-31 21:29:38,b'@AlbertoManto78 &amp; halfsumo_collective with\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\nThe Zen Warrior @tarzancr \n#maskup #health #awareness #nyc #jiujitsu\xe2\x80\xa6 https://t.co/E8Rkm918RM',"{'hashtags': [{'text': 'maskup', 'indices': [78, 85]}, {'text': 'health', 'indices': [86, 93]}, {'text': 'awareness', 'indices': [94, 104]}, {'text': 'nyc', 'indices': [105, 109]}, {'text': 'jiujitsu', 'indices': [110, 119]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AlbertoManto78', 'name': 'Alberto Marchetti', 'id': 316257863, 'id_str': '316257863', 'indices': [0, 15]}, {'screen_name': 'tarzancr', 'name': 'Ariel Sexton', 'id': 428341720, 'id_str': '428341720', 'indices': [67, 76]}], 'urls': [{'url': 'https://t.co/E8Rkm918RM', 'expanded_url': 'https://twitter.com/i/web/status/1289312286419480578', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}","{'type': 'Point', 'coordinates': [40.7114, -74.0647]}","40.7114, -74.0647]}","40.7114, -74.0647",40.7114, -74.0647
6275,2020-08-05 12:36:18,b'Swipe left for #beforeandafter #hairtransformation #newlook #blondehighlights #highlights #freshcut #olaplex\xe2\x80\xa6 https://t.co/K4wt93UqXw',"{'hashtags': [{'text': 'beforeandafter', 'indices': [15, 30]}, {'text': 'hairtransformation', 'indices': [31, 50]}, {'text': 'newlook', 'indices': [51, 59]}, {'text': 'blondehighlights', 'indices': [60, 77]}, {'text': 'highlights', 'indices': [78, 89]}, {'text': 'freshcut', 'indices': [90, 99]}, {'text': 'olaplex', 'indices': [100, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/K4wt93UqXw', 'expanded_url': 'https://twitter.com/i/web/status/1290990010804600835', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","40.7142, -74.0064]}","40.7142, -74.0064",40.7142, -74.0064
8469,2020-08-04 00:25:51,b'#signssignseverywheresigns #wearamask #wereallinthistogether #newyorkridestogether #bus #mta #mask #maskup #masks\xe2\x80\xa6 https://t.co/o3V6mm4Pqc',"{'hashtags': [{'text': 'signssignseverywheresigns', 'indices': [0, 26]}, {'text': 'wearamask', 'indices': [27, 37]}, {'text': 'wereallinthistogether', 'indices': [38, 60]}, {'text': 'newyorkridestogether', 'indices': [61, 82]}, {'text': 'bus', 'indices': [83, 87]}, {'text': 'mta', 'indices': [88, 92]}, {'text': 'mask', 'indices': [93, 98]}, {'text': 'maskup', 'indices': [99, 106]}, {'text': 'masks', 'indices': [107, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/o3V6mm4Pqc', 'expanded_url': 'https://twitter.com/i/web/status/1290443796577161217', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","40.7142, -74.0064]}","40.7142, -74.0064",40.7142, -74.0064
8470,2020-08-04 00:24:47,b'#signssignseverywheresigns #wearamask #wereallinthistogether #newyorkridestogether #bus #mta #mask #maskup #masks\xe2\x80\xa6 https://t.co/kcCjpkW144',"{'hashtags': [{'text': 'signssignseverywheresigns', 'indices': [0, 26]}, {'text': 'wearamask', 'indices': [27, 37]}, {'text': 'wereallinthistogether', 'indices': [38, 60]}, {'text': 'newyorkridestogether', 'indices': [61, 82]}, {'text': 'bus', 'indices': [83, 87]}, {'text': 'mta', 'indices': [88, 92]}, {'text': 'mask', 'indices': [93, 98]}, {'text': 'maskup', 'indices': [99, 106]}, {'text': 'masks', 'indices': [107, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kcCjpkW144', 'expanded_url': 'https://twitter.com/i/web/status/1290443531795013632', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","40.7142, -74.0064]}","40.7142, -74.0064",40.7142, -74.0064
12464,2020-08-01 00:12:17,"b'New mask arrived today. #WearAMask #mask #MaskUp @ New York, New York https://t.co/BqpTRq2Mis'","{'hashtags': [{'text': 'WearAMask', 'indices': [24, 34]}, {'text': 'mask', 'indices': [35, 40]}, {'text': 'MaskUp', 'indices': [41, 48]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BqpTRq2Mis', 'expanded_url': 'https://www.instagram.com/p/CDU30qIgG70/?igshid=14ry9z2cv5ekg', 'display_url': 'instagram.com/p/CDU30qIgG70/…', 'indices': [70, 93]}]}","{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","40.7142, -74.0064]}","40.7142, -74.0064",40.7142, -74.0064
12499,2020-07-31 23:47:47,b'Having a good bike ride. \n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#nofilter #nofilterneeded #bicycle\xe2\x80\xa6 https://t.co/URZNmJIOY4',"{'hashtags': [{'text': 'nofilter', 'indices': [72, 81]}, {'text': 'nofilterneeded', 'indices': [82, 97]}, {'text': 'bicycle', 'indices': [98, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/URZNmJIOY4', 'expanded_url': 'https://twitter.com/i/web/status/1289347055517753344', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}","{'type': 'Point', 'coordinates': [40.771374, -73.914705]}","40.771374, -73.914705]}","40.771374, -73.914705",40.771374, -73.914705
961,2020-08-08 17:06:37,b'#latergram #maskup @zachys  \xf0\x9f\x92\x95 #UWS #happyhour #pandemictired #nyc #artist #creativepeopleruletheworld @ Upper West\xe2\x80\xa6 https://t.co/psCvidha2r',"{'hashtags': [{'text': 'latergram', 'indices': [0, 10]}, {'text': 'maskup', 'indices': [11, 18]}, {'text': 'UWS', 'indices': [30, 34]}, {'text': 'happyhour', 'indices': [35, 45]}, {'text': 'pandemictired', 'indices': [46, 60]}, {'text': 'nyc', 'indices': [61, 65]}, {'text': 'artist', 'indices': [66, 73]}, {'text': 'creativepeopleruletheworld', 'indices': [74, 101]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Zachys', 'name': 'Zachys Wine & Liquor', 'id': 27030424, 'id_str': '27030424', 'indices': [19, 26]}], 'urls': [{'url': 'https://t.co/psCvidha2r', 'expanded_url': 'https://twitter.com/i/web/status/1292145201323159552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [40.787181, -73.976178]}","40.787181, -73.976178]}","40.787181, -73.976178",40.787181, -73.976178
175,2020-08-09 11:51:23,b'sunday morning. #maskup #localcoffeemontclair @ Local Coffee https://t.co/43JNxI2jpc',"{'hashtags': [{'text': 'maskup', 'indices': [16, 23]}, {'text': 'localcoffeemontclair', 'indices': [24, 45]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/43JNxI2jpc', 'expanded_url': 'https://www.instagram.com/p/CDquMArDLMn/?igshid=gb0c4h55nsgs', 'display_url': 'instagram.com/p/CDquMArDLMn/…', 'indices': [61, 84]}]}","{'type': 'Point', 'coordinates': [40.83053592, -74.20591167]}","40.83053592, -74.20591167]}","40.83053592, -74.20591167",40.83053592, -74.20591167
4672,2020-08-06 11:42:46,"b""This is a nice store. Shop here when ever I can.\xf0\x9f\x98\xb7 #MaskUp (@ Buehler's Fresh Foods in Canton, OH) https://t.co/kssTpwYA0z""","{'hashtags': [{'text': 'MaskUp', 'indices': [50, 57]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kssTpwYA0z', 'expanded_url': 'https://www.swarmapp.com/c/3hzlG5RtrKt', 'display_url': 'swarmapp.com/c/3hzlG5RtrKt', 'indices': [98, 121]}]}","{'type': 'Point', 'coordinates': [40.85903256, -81.48229424]}","40.85903256, -81.48229424]}","40.85903256, -81.48229424",40.85903256, -81.48229424
5739,2020-08-05 18:07:13,b'We love \xe2\x9d\xa4\xef\xb8\x8f our zoo \xf0\x9f\xa6\x93\xf0\x9f\xa6\xa7\xf0\x9f\xa6\x92\xf0\x9f\xa6\x98membership and nice cool mornings. \xe2\x98\x80\xef\xb8\x8f Gotta get plenty of visits in while it\xe2\x80\x99s open for the\xe2\x80\xa6 https://t.co/1xG9ElNSux',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1xG9ElNSux', 'expanded_url': 'https://twitter.com/i/web/status/1291073287540310016', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [41.10600954, -85.1534763]}","41.10600954, -85.1534763]}","41.10600954, -85.1534763",41.10600954, -85.1534763
3340,2020-08-07 01:32:13,"b'Am I doing this mask thing right? \n\n#pit6 #maskup #mask #venom #covid19 #symbiote #coronavirus #bitchin @ Warsaw, I\xe2\x80\xa6 https://t.co/PEOxKNTtTd'","{'hashtags': [{'text': 'pit6', 'indices': [36, 41]}, {'text': 'maskup', 'indices': [42, 49]}, {'text': 'mask', 'indices': [50, 55]}, {'text': 'venom', 'indices': [56, 62]}, {'text': 'covid19', 'indices': [63, 71]}, {'text': 'symbiote', 'indices': [72, 81]}, {'text': 'coronavirus', 'indices': [82, 94]}, {'text': 'bitchin', 'indices': [95, 103]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PEOxKNTtTd', 'expanded_url': 'https://twitter.com/i/web/status/1291547665063264259', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [41.238, -85.8524]}","41.238, -85.8524]}","41.238, -85.8524",41.238, -85.8524
5200,2020-08-06 00:15:40,b'The Law in ILLINOIS is the Mask and trust I do not like this current situation but for now we are saving lives by d\xe2\x80\xa6 https://t.co/DDoFpKpLzC',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DDoFpKpLzC', 'expanded_url': 'https://twitter.com/i/web/status/1291166009618059266', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [41.52728882, -87.69445683]}","41.52728882, -87.69445683]}","41.52728882, -87.69445683",41.52728882, -87.69445683
9424,2020-08-03 15:09:03,b'A special THANK YOU to Elaine Martens for the handmade lemon masks in honor of Teri \xf0\x9f\x8d\x8b.  We will wear them proudly!\xe2\x80\xa6 https://t.co/pndfTMxnQ6',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pndfTMxnQ6', 'expanded_url': 'https://twitter.com/i/web/status/1290303674569199618', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [41.6527456, -82.81725196]}","41.6527456, -82.81725196]}","41.6527456, -82.81725196",41.6527456, -82.81725196
11674,2020-08-01 16:22:49,b'Date night...2020 style\n\n#chicago #southloop #datenight #maskup #chicagofoodie @ Everest https://t.co/DArmJ8UQF3',"{'hashtags': [{'text': 'chicago', 'indices': [25, 33]}, {'text': 'southloop', 'indices': [34, 44]}, {'text': 'datenight', 'indices': [45, 55]}, {'text': 'maskup', 'indices': [56, 63]}, {'text': 'chicagofoodie', 'indices': [64, 78]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DArmJ8UQF3', 'expanded_url': 'https://www.instagram.com/p/CDWm49lDbz4/?igshid=spb3632pi7u9', 'display_url': 'instagram.com/p/CDWm49lDbz4/…', 'indices': [89, 112]}]}","{'type': 'Point', 'coordinates': [41.87611775, -87.63304842]}","41.87611775, -87.63304842]}","41.87611775, -87.63304842",41.87611775, -87.63304842
7557,2020-08-04 16:10:22,"b""Heading to Florida for a few days to check on things.  #maskup #shieldup @ Chicago O'Hare International Airport https://t.co/z8cTLINNge""","{'hashtags': [{'text': 'maskup', 'indices': [55, 62]}, {'text': 'shieldup', 'indices': [63, 72]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/z8cTLINNge', 'expanded_url': 'https://www.instagram.com/p/CDeT2RfpATi/?igshid=1ktamoi71jrsi', 'display_url': 'instagram.com/p/CDeT2RfpATi/…', 'indices': [112, 135]}]}","{'type': 'Point', 'coordinates': [41.980642, -87.885934]}","41.980642, -87.885934]}","41.980642, -87.885934",41.980642, -87.885934
9154,2020-08-03 17:23:39,"b'Lunch time nature walk. #MaskUp (@ North Park Village Nature Center - @chicagoparks in Chicago, IL)\xe2\x80\xa6 https://t.co/edJqsGkDyH'","{'hashtags': [{'text': 'MaskUp', 'indices': [24, 31]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ChicagoParks', 'name': 'Chicago ParkDistrict', 'id': 24939832, 'id_str': '24939832', 'indices': [70, 83]}], 'urls': [{'url': 'https://t.co/edJqsGkDyH', 'expanded_url': 'https://twitter.com/i/web/status/1290337547357425665', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [101, 124]}]}","{'type': 'Point', 'coordinates': [41.98769544, -87.72428186]}","41.98769544, -87.72428186]}","41.98769544, -87.72428186",41.98769544, -87.72428186
1366,2020-08-08 10:15:27,b'Wear a mask #maskup #wearamask #maskitorcasket https://t.co/A0EhYeXD8D',"{'hashtags': [{'text': 'maskup', 'indices': [12, 19]}, {'text': 'wearamask', 'indices': [20, 30]}, {'text': 'maskitorcasket', 'indices': [31, 46]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1292041724173443072, 'id_str': '1292041724173443072', 'indices': [47, 70], 'media_url': 'http://pbs.twimg.com/media/Ee5BGkRXYAA-dCD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee5BGkRXYAA-dCD.jpg', 'url': 'https://t.co/A0EhYeXD8D', 'display_url': 'pic.twitter.com/A0EhYeXD8D', 'expanded_url': 'https://twitter.com/caffeinehusky/status/1292041726157348864/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]}","{'type': 'Point', 'coordinates': [42.3113223, -71.067306]}","42.3113223, -71.067306]}","42.3113223, -71.067306",42.3113223, -71.067306
7770,2020-08-04 13:57:53,b'Still the best dressed in the courtroom. #BetterCallBoria #MichiganLawyer #MichiganAttorney #CriminalAttorney\xe2\x80\xa6 https://t.co/lMthOzhWWW',"{'hashtags': [{'text': 'BetterCallBoria', 'indices': [41, 57]}, {'text': 'MichiganLawyer', 'indices': [58, 73]}, {'text': 'MichiganAttorney', 'indices': [74, 91]}, {'text': 'CriminalAttorney', 'indices': [92, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lMthOzhWWW', 'expanded_url': 'https://twitter.com/i/web/status/1290648153939750915', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}","{'type': 'Point', 'coordinates': [42.37738, -83.46155]}","42.37738, -83.46155]}","42.37738, -83.46155",42.37738, -83.46155
7159,2020-08-04 20:22:54,b'Mask up.\n...\n#salemma #igerssalem #artistsrow #witchcity #maskachusetts #maskup #publicart #salemtogether\xe2\x80\xa6 https://t.co/gvJdbydKiA',"{'hashtags': [{'text': 'salemma', 'indices': [13, 21]}, {'text': 'igerssalem', 'indices': [22, 33]}, {'text': 'artistsrow', 'indices': [34, 45]}, {'text': 'witchcity', 'indices': [46, 56]}, {'text': 'maskachusetts', 'indices': [57, 71]}, {'text': 'maskup', 'indices': [72, 79]}, {'text': 'publicart', 'indices': [80, 90]}, {'text': 'salemtogether', 'indices': [91, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gvJdbydKiA', 'expanded_url': 'https://twitter.com/i/web/status/1290745045461737474', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [42.5224, -70.89581]}","42.5224, -70.89581]}","42.5224, -70.89581",42.5224, -70.89581
7927,2020-08-04 12:04:38,"b'Took my mom to vote today! \n\n#deborah4meridian #vote2020\xf0\x9f\x87\xba\xf0\x9f\x87\xb8  #maskupmichigan #maskup #voted @ Okemos, Michigan https://t.co/IIiXnLjGIj'","{'hashtags': [{'text': 'deborah4meridian', 'indices': [29, 46]}, {'text': 'vote2020', 'indices': [47, 56]}, {'text': 'maskupmichigan', 'indices': [60, 75]}, {'text': 'maskup', 'indices': [76, 83]}, {'text': 'voted', 'indices': [84, 90]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IIiXnLjGIj', 'expanded_url': 'https://www.instagram.com/p/CDd3umLhB-i/?igshid=liycjd7c9gc9', 'display_url': 'instagram.com/p/CDd3umLhB-i/…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [42.7107, -84.4226]}","42.7107, -84.4226]}","42.7107, -84.4226",42.7107, -84.4226
6661,2020-08-05 03:27:06,"b'Dang! I got a cute pic of myself out shopping and lost the caption I had saved.\n\nAnyway, wear your mask and shop sm\xe2\x80\xa6 https://t.co/cVZB1fNHkG'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cVZB1fNHkG', 'expanded_url': 'https://twitter.com/i/web/status/1290851799260438528', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [42.76375, -104.45244]}","42.76375, -104.45244]}","42.76375, -104.45244",42.76375, -104.45244
1888,2020-08-07 22:53:14,b'At a place getting ready to do a thing. Watch for new products at R&amp;B #maskup #joannfabrics #rnbbooks #rnbusedbooks\xe2\x80\xa6 https://t.co/ykcIRbec80',"{'hashtags': [{'text': 'maskup', 'indices': [74, 81]}, {'text': 'joannfabrics', 'indices': [82, 95]}, {'text': 'rnbbooks', 'indices': [96, 105]}, {'text': 'rnbusedbooks', 'indices': [106, 119]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ykcIRbec80', 'expanded_url': 'https://twitter.com/i/web/status/1291870040107569153', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}","{'type': 'Point', 'coordinates': [42.91788098, -83.618726]}","42.91788098, -83.618726]}","42.91788098, -83.618726",42.91788098, -83.618726
6117,2020-08-05 14:26:12,b'Summer tour dates have dropped. \xf0\x9f\x98\x8e\n\nLend a hand and help improve the places you love this summer and fall! \xf0\x9f\x9b\xa0\xef\xb8\x8f\xe2\x80\xa6 https://t.co/jaJwxZ84XB',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jaJwxZ84XB', 'expanded_url': 'https://twitter.com/i/web/status/1291017667243958273', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [42.95097, -78.82665]}","42.95097, -78.82665]}","42.95097, -78.82665",42.95097, -78.82665
9818,2020-08-03 07:25:15,b'Gentle reminder to whom it may concern:\nYou are in a disaster.  You are not a disaster.  \nRead that as often as you\xe2\x80\xa6 https://t.co/55c3q15mkU',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/55c3q15mkU', 'expanded_url': 'https://twitter.com/i/web/status/1290186958115807232', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [43.07466394, -89.38454032]}","43.07466394, -89.38454032]}","43.07466394, -89.38454032",43.07466394, -89.38454032
